Date,Symbols,Close,High,Low,Open,Volume
2016-11-16,QQQ,111.885,111.965,110.74700000000001,110.76700000000001,15612250.514484
2016-11-16,AAPL,25.7732,25.8281,24.9813,25.0043,248091189.68187997
2016-11-16,BABA,92.86,93.68,91.33,91.39,13048925.0
2016-11-16,TSLA,12.262,12.3153,12.0807,12.1767,51078150.0
2016-11-16,META,116.34,117.88,114.21,114.48,31626984.0
2016-11-16,XOM,64.0267,64.7962,63.8992,64.7648,10903650.851886
2016-11-16,AMZN,37.3245,37.4935,36.7805,36.994,70916000.0
2016-11-16,GOOGL,38.999,39.175,38.3165,38.521,35660220.0
2016-11-17,DIA,175.43599999999998,175.46599999999998,174.916,175.226,4540799.5795652
2016-11-17,SPY,197.78400000000002,197.854,196.778,196.898,76943200.315768
2016-11-17,MCHI,41.9092,42.0289,41.7795,41.8623,2267269.2760579
2016-11-17,QQQ,112.693,112.713,111.605,111.835,18699444.377354
2016-11-17,AAPL,25.7632,25.8581,25.5026,25.7363,113078632.74101001
2016-11-17,BABA,94.07,94.98,93.64,94.71,10375995.0
2016-11-17,TSLA,12.5773,12.6327,12.1407,12.2327,67815780.0
2016-11-17,META,117.79,117.79,116.01,116.81,18048145.0
2016-11-17,XOM,63.6365,64.8708,63.4826,64.5394,10974674.503052
2016-11-17,AMZN,37.8195,37.875,37.4,37.466,70065900.0
2016-11-17,GOOGL,39.308,39.445,38.9925,39.125,29851720.0
2016-11-18,DIA,175.12599999999998,175.605,175.02599999999998,175.555,4688887.410567599
2016-11-18,SPY,197.31599999999997,198.043,197.11700000000002,197.864,95319096.321457
2016-11-18,MCHI,41.8523,42.0389,41.6787,41.982,535128.26792719
2016-11-18,QQQ,112.274,113.03299999999999,112.164,112.76299999999999,15857622.266664002
2016-11-18,AAPL,25.7882,25.906,25.6983,25.7133,112135246.14135
2016-11-18,BABA,93.39,95.3,92.67,94.85,9727681.0
2016-11-18,TSLA,12.3347,12.8667,12.3333,12.71,77704125.0
2016-11-18,META,117.02,119.13,116.84,118.39,20838935.0
2016-11-18,XOM,63.6747,63.9512,63.3405,63.6238,11183290.858696
2016-11-18,AMZN,38.008,38.387,37.8822,38.05,84559860.0
2016-11-18,GOOGL,38.7985,39.5645,38.7675,39.3585,35155440.0
2016-11-21,DIA,175.945,176.015,175.266,175.535,3222345.1830859
2016-11-21,SPY,198.81,198.83900000000003,197.794,197.953,79903672.840877
2016-11-21,MCHI,42.1676,42.2414,42.0209,42.0748,797776.95423398
2016-11-21,QQQ,113.412,113.542,112.50399999999999,112.53399999999999,19589534.03785
2016-11-21,AAPL,26.1846,26.2465,25.7782,25.8032,116539725.72623001
2016-11-21,BABA,93.41,94.66,93.0,94.05,8926920.0
2016-11-21,TSLA,12.3133,12.5927,12.294,12.335999999999999,64941270.0
2016-11-21,META,121.77,121.95,117.8,118.2,34973710.0
2016-11-21,XOM,64.5767,64.7276,64.3139,64.5394,11849784.178299
2016-11-21,AMZN,39.0,39.0175,38.2555,38.3,91219480.0
2016-11-21,GOOGL,39.2705,39.3275,38.815,38.905,29348080.0
2016-11-22,DIA,176.575,176.785,176.015,176.475,2963815.4935901
2016-11-22,SPY,199.19799999999998,199.387,198.44099999999997,199.138,74495548.68295
2016-11-22,MCHI,42.6026,42.7213,42.4359,42.7213,1150513.447331
2016-11-22,QQQ,113.791,114.081,113.50200000000001,113.861,18260184.645972
2016-11-22,AAPL,26.2026,26.3424,26.1057,26.2366,95595248.017091
2016-11-22,BABA,93.21,94.42,93.16,94.24,10396527.0
2016-11-22,TSLA,12.7447,12.7647,12.2473,12.3893,83511015.0
2016-11-22,META,121.47,122.98,120.9,122.4,25199699.0
2016-11-22,XOM,64.7208,65.1374,64.1904,64.7276,12572769.387904
2016-11-22,AMZN,39.2665,39.62,39.05,39.4085,102138400.0
2016-11-22,GOOGL,39.25,39.6885,39.187,39.4495,27571960.0
2016-11-23,DIA,177.085,177.115,176.435,176.485,2653209.709144
2016-11-23,SPY,199.297,199.357,198.451,198.65,62573947.082804
2016-11-23,MCHI,42.3681,42.4359,42.1486,42.2873,838705.27278428
2016-11-23,QQQ,113.33200000000001,113.53200000000001,112.833,113.402,19143216.76639
2016-11-23,AAPL,26.0688,26.1337,25.8531,26.0968,105466981.39262
2016-11-23,BABA,93.03,93.4,91.45,92.53,11736771.0
2016-11-23,TSLA,12.876,13.043,12.6,12.7073,70220145.0
2016-11-23,META,120.84,121.31,119.94,121.23,15225934.0
2016-11-23,XOM,64.8992,65.0207,64.4443,64.6169,8117040.290453099
2016-11-23,AMZN,39.006,39.0875,38.656,39.0865,69413120.0
2016-11-23,GOOGL,38.95,39.476,38.6325,39.476,25746560.0
2016-11-25,DIA,177.745,177.785,177.435,177.545,1664777.3350712
2016-11-25,SPY,200.06400000000002,200.104,199.59599999999998,199.676,41936123.783737
2016-11-25,MCHI,42.7133,42.843999999999994,42.6295,42.7592,641068.99481122
2016-11-25,QQQ,113.691,113.741,113.33200000000001,113.45200000000001,7030673.532651
2016-11-25,AAPL,26.1996,26.2176,26.0029,26.0468,47219911.145819
2016-11-25,BABA,93.01,93.75,92.77,93.55,4868511.0
2016-11-25,TSLA,13.11,13.149000000000001,12.9093,12.9093,34833240.0
2016-11-25,META,120.38,121.14,120.07,121.01,8377000.0
2016-11-25,XOM,65.0482,65.0629,64.6169,64.7423,6754121.038615099
2016-11-25,AMZN,39.0185,39.3375,38.895,39.325,35954800.0
2016-11-25,GOOGL,39.0075,39.145,38.9095,39.1305,10789520.0
2016-11-28,DIA,177.245,177.655,177.035,177.385,3395265.5500865
2016-11-28,SPY,199.108,200.03400000000002,198.99900000000002,199.726,84739604.256184
2016-11-28,MCHI,42.8619,43.1463,42.7951,42.9058,1131720.6805858999
2016-11-28,QQQ,113.42200000000001,113.971,113.322,113.53200000000001,11628135.885462
2016-11-28,AAPL,26.1477,26.3554,26.1047,26.1137,107122733.1352
2016-11-28,BABA,93.76,95.7411,93.0,93.02,14304493.0
2016-11-28,TSLA,13.0747,13.29,12.97,13.032,65989725.0
2016-11-28,META,120.41,121.69,119.82,120.12,17770987.0
2016-11-28,XOM,64.5649,65.059,64.4914,64.9227,9910881.4459707
2016-11-28,AMZN,38.3385,38.85,38.211999999999996,38.8495,84996540.0
2016-11-28,GOOGL,39.2895,39.986999999999995,38.905,38.9175,47412720.0
2016-11-29,DIA,177.645,177.865,177.145,177.285,2435929.5210694
2016-11-29,SPY,199.507,199.99400000000003,198.829,199.148,77182576.857937
2016-11-29,MCHI,43.1203,43.248999999999995,42.7672,42.824,1081620.0003905
2016-11-29,QQQ,113.831,114.4,113.22200000000001,113.522,19087912.664010998
2016-11-29,AAPL,26.1207,26.2565,25.7902,25.9629,118070309.84506999
2016-11-29,BABA,94.99,96.055,93.39,93.67,14128655.0
2016-11-29,TSLA,12.638,13.1153,12.6333,13.0373,64908225.0
2016-11-29,META,120.87,122.1,120.4,120.57,18391285.0
2016-11-29,XOM,64.1384,64.2688,63.5248,63.7786,12270177.032509
2016-11-29,AMZN,38.126,38.4945,38.066,38.4,63698740.0
2016-11-29,GOOGL,39.472,39.821999999999996,39.266999999999996,39.419000000000004,30148000.0
2016-11-30,DIA,177.845,178.66400000000002,177.785,178.394,5135420.866679099
2016-11-30,SPY,199.019,200.333,198.949,200.174,124367387.73958999
2016-11-30,MCHI,43.0744,43.3049,42.9717,43.3049,1359742.7244065
2016-11-30,QQQ,112.434,114.021,112.404,113.95100000000001,29036934.124151003
2016-11-30,AAPL,25.9,26.2925,25.8381,26.1557,140633193.49331
2016-11-30,BABA,94.02,95.48,93.3,95.28,11415793.0
2016-11-30,TSLA,12.6267,12.7927,12.5,12.7333,51503475.0
2016-11-30,META,118.42,121.79,117.95,120.32,29469197.0
2016-11-30,XOM,65.1835,65.8462,65.112,65.406,30332247.285602003
2016-11-30,AMZN,37.5285,38.4045,37.5125,38.1,89330340.0
2016-11-30,GOOGL,38.794000000000004,39.5755,38.6572,39.455,43126880.0
2016-12-01,DIA,178.324,178.584,178.00400000000002,178.274,8955066.4735885
2016-12-01,SPY,198.322,199.327,197.94299999999998,199.327,87344195.185437
2016-12-01,MCHI,42.7043,43.1104,42.5726,43.1104,961474.19108556
2016-12-01,QQQ,110.54799999999999,112.414,110.368,112.404,37463360.445347995
2016-12-01,AAPL,25.6584,25.9999,25.5485,25.8631,148846611.57027
2016-12-01,BABA,89.86,94.055,89.18,94.0,24008249.0
2016-12-01,TSLA,12.1253,12.5687,12.0667,12.55,74774385.0
2016-12-01,META,115.07,118.45,114.0,118.38,42264678.0
2016-12-01,XOM,65.1442,66.0796,65.1374,65.6913,17410219.881088
2016-12-01,AMZN,37.1825,37.6685,36.9015,37.6205,91043380.0
2016-12-01,GOOGL,38.2165,38.93,37.668,38.9275,56305840.0
2016-12-02,DIA,178.174,178.40400000000002,177.87400000000002,178.334,2983664.9153426
2016-12-02,SPY,198.40099999999998,198.889,198.033,198.40099999999998,82547750.931633
2016-12-02,MCHI,42.398,42.6644,42.3352,42.4828,696901.02282505
2016-12-02,QQQ,110.76700000000001,111.186,110.29799999999999,110.647,32809776.421631
2016-12-02,AAPL,25.7502,25.7962,25.5076,25.5815,101813713.83633001
2016-12-02,BABA,90.48,91.74,89.95,90.38,11677447.0
2016-12-02,TSLA,12.097999999999999,12.3253,12.0,12.192,59423145.0
2016-12-02,META,115.4,116.48,114.3,115.11,24760728.0
2016-12-02,XOM,64.9884,65.7001,64.6609,65.1022,12928217.122802
2016-12-02,AMZN,37.016999999999996,37.4245,36.835,37.17,68476180.0
2016-12-02,GOOGL,38.223,38.525,37.95,38.095,33388280.0
2016-12-05,DIA,178.63400000000001,179.15400000000002,178.31400000000002,178.864,3145234.4663962
2016-12-05,SPY,199.58599999999998,199.955,199.049,199.25799999999998,74821104.596745
2016-12-05,MCHI,42.4549,42.5387,42.2334,42.2514,1085522.0880186
2016-12-05,QQQ,111.595,112.025,110.81700000000001,111.336,19984677.130297
2016-12-05,AAPL,25.5675,25.7832,25.3708,25.7762,137819543.5957
2016-12-05,BABA,90.99,91.4,89.57,90.05,8862879.0
2016-12-05,TSLA,12.4533,12.5927,12.1673,12.1673,58931250.0
2016-12-05,META,117.43,117.57,115.07,115.95,19888045.0
2016-12-05,XOM,65.3178,65.5717,64.8992,65.2511,15698270.085807998
2016-12-05,AMZN,37.968,38.0745,37.1,37.25,85238200.0
2016-12-05,GOOGL,38.911,39.0,38.3484,38.5,32998140.0
2016-12-06,DIA,178.87400000000002,178.954,178.294,178.584,2871057.1378886
2016-12-06,SPY,200.233,200.263,199.25799999999998,199.785,65936364.704603
2016-12-06,MCHI,42.427,42.5098,42.3013,42.5098,657600.49526061
2016-12-06,QQQ,111.855,112.035,111.396,111.855,15655151.821773998
2016-12-06,AAPL,25.7632,25.8601,25.5875,25.6604,107481442.71194
2016-12-06,BABA,90.4,91.93,89.96,91.56,7772628.0
2016-12-06,TSLA,12.39,12.4387,12.179,12.368,50258040.0
2016-12-06,META,117.31,117.795,116.33,117.69,18622760.0
2016-12-06,XOM,65.3776,65.6109,64.7345,65.1629,15107722.202265
2016-12-06,AMZN,38.236,38.412,37.8625,38.1995,74208960.0
2016-12-06,GOOGL,38.809,39.264,38.666,39.0095,33529320.0
2016-12-07,DIA,181.643,181.843,178.81400000000002,178.864,7774205.4555041
2016-12-07,SPY,202.822,202.882,199.935,200.06400000000002,122029127.50568001
2016-12-07,MCHI,42.9807,43.0824,42.4459,42.5287,1707881.5098359
2016-12-07,QQQ,113.272,113.402,111.306,111.625,25327439.360585
2016-12-07,AAPL,26.0219,26.0588,25.5795,25.6034,125071285.10646999
2016-12-07,BABA,91.07,91.65,89.5,90.52,13218568.0
2016-12-07,TSLA,12.876,12.8933,12.3333,12.41,79686315.0
2016-12-07,META,117.95,117.95,116.57,117.0,20901316.0
2016-12-07,XOM,65.759,65.8197,65.112,65.4316,14619326.091723
2016-12-07,AMZN,38.521,38.521,37.791,38.2275,70774880.0
2016-12-07,GOOGL,39.5735,39.6,38.6765,38.9975,39584060.0
2016-12-08,DIA,182.403,182.882,181.57299999999998,181.983,7564915.6576082995
2016-12-08,SPY,203.33,203.84799999999998,202.533,202.792,106577473.89909
2016-12-08,MCHI,42.9717,43.0276,42.7133,42.7662,1800854.034888
2016-12-08,QQQ,113.48200000000001,113.76100000000001,113.103,113.31200000000001,17238802.096605
2016-12-08,AAPL,26.2755,26.3454,25.92,25.9799,110447642.21566
2016-12-08,BABA,92.31,93.08,91.03,91.8,10907562.0
2016-12-08,TSLA,12.8193,12.8333,12.636,12.8033,46626960.0
2016-12-08,META,118.9,119.5,117.64,117.98,21582988.0
2016-12-08,XOM,65.9462,66.3422,65.4432,65.7442,12093144.765094
2016-12-08,AMZN,38.3665,38.6895,38.2595,38.5935,62626140.0
2016-12-08,GOOGL,39.757,39.95,39.3952,39.6475,29187960.0
2016-12-09,DIA,183.74200000000002,183.762,182.483,182.553,4719877.55913
2016-12-09,SPY,204.555,204.575,203.53900000000002,203.579,96876988.7266
2016-12-09,MCHI,42.6943,42.7362,42.5636,42.6115,1241435.1963011
2016-12-09,QQQ,114.39,114.43,113.891,113.921,17558883.180609
2016-12-09,AAPL,26.7059,26.8777,26.3184,26.3184,142362151.78287
2016-12-09,BABA,93.28,93.64,92.28,92.51,9162789.0
2016-12-09,TSLA,12.812000000000001,12.9223,12.7207,12.7247,40391295.0
2016-12-09,META,119.68,119.94,118.95,119.22,17072509.0
2016-12-09,XOM,66.453,66.453,65.8383,66.1863,10731897.390031
2016-12-09,AMZN,38.433,38.5125,38.266999999999996,38.5,47850460.0
2016-12-09,GOOGL,40.4725,40.4975,39.9025,39.965,36627560.0
2016-12-12,DIA,184.092,184.392,183.732,183.862,4078130.2773043998
2016-12-12,SPY,204.31599999999997,204.963,203.898,204.445,112629836.26421002
2016-12-12,MCHI,41.8244,42.0389,41.6518,41.99100000000001,1185967.0156566002
2016-12-12,QQQ,113.851,114.101,113.37200000000001,113.84100000000001,18793383.602236
2016-12-12,AAPL,26.5551,26.9446,26.3604,26.5521,110592712.4469
2016-12-12,BABA,92.47,92.89,91.7,92.05,9347017.0
2016-12-12,TSLA,12.8287,12.9613,12.735999999999999,12.8533,36060195.0
2016-12-12,META,117.77,119.24,117.65,119.22,17505048.0
2016-12-12,XOM,67.9304,68.3186,67.303,67.303,20808088.584866002
2016-12-12,AMZN,38.006,38.3445,37.86,38.32,58381800.0
2016-12-12,GOOGL,40.3662,40.5675,40.2265,40.241,28166140.0
2016-12-13,DIA,185.141,185.62099999999998,184.632,184.912,5762633.9819193
2016-12-13,SPY,205.72,206.19799999999998,205.003,205.023,122082490.46196
2016-12-13,MCHI,42.3152,42.4729,42.1017,42.1117,1142753.3747863001
2016-12-13,QQQ,115.29799999999999,115.897,114.21,114.24,43447592.352134004
2016-12-13,AAPL,26.9915,27.1673,26.660999999999998,26.6799,178941453.02162
2016-12-13,BABA,92.16,93.73,91.87,92.8,10450390.0
2016-12-13,TSLA,13.21,13.4187,12.8667,12.8787,99715230.0
2016-12-13,META,120.31,121.52,117.61,117.86,29298619.0
2016-12-13,XOM,69.1254,69.6018,68.0725,68.6098,24422951.389229998
2016-12-13,AMZN,38.717,39.123000000000005,38.1,38.248000000000005,103071140.0
2016-12-13,GOOGL,40.766999999999996,41.215,40.597,40.6195,41032100.0
2016-12-14,DIA,184.15200000000002,185.71099999999998,183.662,184.912,8015221.714366499
2016-12-14,SPY,203.987,206.09799999999998,203.52900000000002,205.38099999999997,156734410.52291
2016-12-14,MCHI,41.5021,42.3781,41.3924,41.8802,1579428.3534307
2016-12-14,QQQ,115.069,115.787,114.73899999999999,115.37799999999999,27498321.25477
2016-12-14,AAPL,26.9915,27.2332,26.9396,26.9536,138082587.47169
2016-12-14,BABA,91.19,92.26,90.83,91.83,9148682.0
2016-12-14,TSLA,13.245999999999999,13.5333,13.1173,13.2493,61897860.0
2016-12-14,META,120.21,121.69,118.85,120.0,24883781.0
2016-12-14,XOM,67.6334,68.89399999999999,67.3265,68.8852,21860784.419591002
2016-12-14,AMZN,38.441,39.043,38.1405,38.9125,104645500.0
2016-12-14,GOOGL,40.8945,41.213,40.639,40.796,33307580.0
2016-12-15,DIA,184.65200000000002,185.581,184.342,184.532,6466217.4997473
2016-12-15,SPY,204.833,205.75900000000001,204.11700000000002,204.226,136941071.34811002
2016-12-15,MCHI,41.0312,41.2796,41.0163,41.1978,3796260.1649513002
2016-12-15,QQQ,115.24799999999999,115.897,114.949,115.229,21692430.50019
2016-12-15,AAPL,27.1423,27.362,27.0015,27.0374,185168826.19651002
2016-12-15,BABA,88.85,90.6,88.74,90.0,19174161.0
2016-12-15,TSLA,13.172,13.3827,13.1593,13.2273,47349300.0
2016-12-15,META,120.57,122.5,119.63,120.08,19732859.0
2016-12-15,XOM,67.8627,67.9304,67.0206,67.2755,14914839.23734
2016-12-15,AMZN,38.05,38.455,38.0155,38.314,74713660.0
2016-12-15,GOOGL,40.7825,41.15,40.6,40.868,33821320.0
2016-12-16,DIA,184.612,185.301,184.372,185.051,4795284.5529608
2016-12-16,SPY,204.425,205.38099999999997,204.097,205.321,169686064.91593
2016-12-16,MCHI,40.6621,41.0412,40.5833,40.8925,1699689.4311860001
2016-12-16,QQQ,114.829,115.68799999999999,114.6,115.458,22483151.519326
2016-12-16,AAPL,27.1802,27.3051,27.1024,27.2981,165154540.78483
2016-12-16,BABA,88.67,90.1,88.56,89.0,11298635.0
2016-12-16,TSLA,13.4993,13.505999999999998,13.1733,13.2053,54686025.0
2016-12-16,META,119.87,121.5,119.27,120.9,22485153.0
2016-12-16,XOM,68.0813,68.4471,67.6774,68.3352,27175758.213951997
2016-12-16,AMZN,37.8885,38.2565,37.7,38.25,86651880.0
2016-12-16,GOOGL,40.492,40.96,40.406,40.9155,44488260.0
2016-12-19,DIA,184.97099999999998,185.24099999999999,184.632,184.702,2929564.9617056
2016-12-19,SPY,204.88299999999998,205.321,204.455,204.614,99305076.05120401
2016-12-19,MCHI,40.5503,40.689,40.4645,40.5783,1048899.7978398001
2016-12-19,QQQ,115.288,115.977,114.779,114.949,15116481.368298002
2016-12-19,AAPL,27.34,27.5048,27.1273,27.1373,112238293.08083001
2016-12-19,BABA,88.93,89.82,88.41,88.61,10206940.0
2016-12-19,TSLA,13.5153,13.63,13.3227,13.4993,51048390.0
2016-12-19,META,119.24,120.36,118.51,119.85,15572236.0
2016-12-19,XOM,67.5147,68.35,67.34899999999999,68.2294,12946293.589148
2016-12-19,AMZN,38.3,38.525,37.808,37.9445,61197400.0
2016-12-19,GOOGL,40.6255,40.811,40.225,40.464,22142120.0
2016-12-20,DIA,185.74099999999999,185.91099999999997,185.40099999999998,185.49099999999999,3286487.3974735
2016-12-20,SPY,205.69,205.829,205.202,205.451,98710269.860752
2016-12-20,MCHI,40.5683,40.6491,40.4835,40.5134,1029283.1122583001
2016-12-20,QQQ,115.71799999999999,115.917,115.49799999999999,115.598,11582664.647692999
2016-12-20,AAPL,27.4099,27.5298,27.35,27.362,80568255.628171
2016-12-20,BABA,89.84,90.31,88.94,89.19,8424616.0
2016-12-20,TSLA,13.9193,13.9333,13.5,13.5367,69327735.0
2016-12-20,META,119.09,119.77,118.8,119.5,12979524.0
2016-12-20,XOM,67.5206,67.8343,67.4167,67.5804,9662417.5037708
2016-12-20,AMZN,38.561,38.7195,38.3855,38.4325,52568740.0
2016-12-20,GOOGL,40.76,40.8245,40.55,40.6685,24121560.0
2016-12-21,DIA,185.49099999999999,185.91099999999997,185.47099999999998,185.75099999999998,2707920.9221273
2016-12-21,SPY,205.092,205.73,205.092,205.55,74627372.750662
2016-12-21,MCHI,40.4506,40.6361,40.4127,40.6361,963454.80376294
2016-12-21,QQQ,115.60799999999999,115.82700000000001,115.37799999999999,115.71799999999999,6974244.271625099
2016-12-21,AAPL,27.4349,27.5098,27.37,27.375,92344454.744875
2016-12-21,BABA,89.25,90.43,89.25,89.96,9021824.0
2016-12-21,TSLA,13.8467,14.1487,13.8273,13.8967,76344150.0
2016-12-21,META,119.04,119.2,118.48,118.92,10606673.0
2016-12-21,XOM,67.4098,67.8706,67.3344,67.7068,9774308.8005376
2016-12-21,AMZN,38.53,38.561,38.285,38.5,40564600.0
2016-12-21,GOOGL,40.61,40.786,40.255,40.786,28751520.0
2016-12-22,DIA,185.31099999999998,185.50099999999998,184.94099999999997,185.44099999999997,2416111.1124752
2016-12-22,SPY,204.734,205.063,204.31599999999997,204.933,61609264.99102099
2016-12-22,MCHI,40.0106,40.1612,39.8709,40.1612,2865345.143556
2016-12-22,QQQ,115.318,115.66799999999999,114.869,115.62799999999999,15375747.777745001
2016-12-22,AAPL,27.2551,27.3081,27.1004,27.2701,107367105.11085
2016-12-22,BABA,86.8,88.26,86.01,87.89,14368682.0
2016-12-22,TSLA,13.8967,13.9993,13.7667,13.8813,45456375.0
2016-12-22,META,117.4,118.99,116.93,118.86,14879201.0
2016-12-22,XOM,67.8529,67.8706,67.2147,67.2147,10700586.677628
2016-12-22,AMZN,38.313,38.5605,38.150999999999996,38.406,44810920.0
2016-12-22,GOOGL,40.484,40.5535,40.3015,40.455,21935500.0
2016-12-23,DIA,185.391,185.40099999999998,185.081,185.301,1474487.5985596
2016-12-23,SPY,205.033,205.043,204.585,204.78400000000002,40348681.037701
2016-12-23,MCHI,39.9268,40.0385,39.843,39.843,845615.36579938
2016-12-23,QQQ,115.37799999999999,115.428,115.01899999999999,115.169,7282045.796971699
2016-12-23,AAPL,27.3101,27.3101,27.0874,27.0874,58787392.744233996
2016-12-23,BABA,86.79,87.68,86.62,86.62,6345211.0
2016-12-23,TSLA,14.2227,14.23,13.8473,13.8667,64233720.0
2016-12-23,META,117.27,117.56,116.3,117.0,10618460.0
2016-12-23,XOM,67.7294,67.9176,67.5882,67.8627,5713481.28175
2016-12-23,AMZN,38.0295,38.325,37.8995,38.2275,39038480.0
2016-12-23,GOOGL,40.39,40.5485,40.2555,40.4005,15013700.0
2016-12-27,DIA,185.541,185.851,185.46099999999998,185.49099999999999,2513156.2869968
2016-12-27,SPY,205.57,205.959,205.31099999999998,205.321,46923276.856533
2016-12-27,MCHI,40.0844,40.1962,39.9537,39.9537,1021790.6629853001
2016-12-27,QQQ,115.96700000000001,116.63600000000001,115.57799999999999,115.60799999999999,15984492.670882002
2016-12-27,AAPL,27.4798,27.6047,27.3021,27.3101,74696528.780894
2016-12-27,BABA,87.54,87.94,86.71,86.72,5215341.0
2016-12-27,TSLA,14.6353,14.8167,14.2947,14.3253,85326255.0
2016-12-27,META,118.01,118.68,116.86399999999999,116.96,11914644.0
2016-12-27,XOM,67.7598,68.0274,67.6334,67.8187,6580450.885812901
2016-12-27,AMZN,38.57,38.7325,38.06,38.17,51946460.0
2016-12-27,GOOGL,40.4965,40.8,40.29,40.434,18926720.0
2016-12-28,DIA,184.502,185.861,184.422,185.831,4097534.5101713
2016-12-28,SPY,203.858,205.83900000000003,203.738,205.829,70469983.367563
2016-12-28,MCHI,40.3847,40.6212,40.3269,40.4935,689832.5609825
2016-12-28,QQQ,115.089,116.336,115.009,116.20700000000001,16890686.227126002
2016-12-28,AAPL,27.365,27.6576,27.2332,27.5358,82393067.879621
2016-12-28,BABA,87.37,88.75,87.22,88.3,6419189.0
2016-12-28,TSLA,14.6493,14.92,14.48,14.7687,55285500.0
2016-12-28,META,116.92,118.25,116.65,118.19,11180146.0
2016-12-28,XOM,67.4236,68.0274,67.3912,67.7068,8817382.2293646
2016-12-28,AMZN,38.6065,39.0,38.525,38.8125,65467320.0
2016-12-28,GOOGL,40.2285,40.6665,40.122,40.6665,23195880.0
2016-12-29,DIA,184.412,184.90200000000002,184.082,184.412,3239855.6124461005
2016-12-29,SPY,203.81799999999998,204.28599999999997,203.34,203.937,53516307.11465
2016-12-29,MCHI,40.8955,41.0552,40.7479,40.7479,924558.21694191
2016-12-29,QQQ,114.929,115.32799999999999,114.57,115.069,12932523.387296
2016-12-29,AAPL,27.362,27.4479,27.2801,27.2921,62944419.079335
2016-12-29,BABA,87.33,88.2,87.16,87.82,5465067.0
2016-12-29,TSLA,14.31,14.6133,14.275,14.5707,59207790.0
2016-12-29,META,116.35,117.531,116.06,117.0,9701933.0
2016-12-29,XOM,67.4589,67.64699999999999,67.2225,67.2755,8951669.9425356
2016-12-29,AMZN,38.2575,38.67,38.0425,38.62,62784700.0
2016-12-29,GOOGL,40.1415,40.2875,39.9072,40.1165,19965100.0
2016-12-30,DIA,183.96200000000002,184.68200000000002,183.412,184.672,4592724.6104216
2016-12-30,SPY,203.041,204.226,202.334,204.146,119987172.13439
2016-12-30,MCHI,40.7928,41.1589,40.701,41.0462,868234.04276179
2016-12-30,QQQ,113.721,115.15899999999999,113.39200000000001,115.139,43492811.105505
2016-12-30,AAPL,27.1423,27.4648,27.0504,27.342,130514938.15983
2016-12-30,BABA,87.81,88.1,87.2,87.57,7210118.0
2016-12-30,TSLA,14.245999999999999,14.5,14.112,14.42,69639300.0
2016-12-30,META,115.05,116.83,114.774,116.595,18684106.0
2016-12-30,XOM,67.3912,67.7216,67.2069,67.2225,12210730.031453
2016-12-30,AMZN,37.4935,38.37,37.414,38.3235,82788980.0
2016-12-30,GOOGL,39.6225,40.1642,39.481,40.1605,34717580.0
2017-01-03,DIA,184.812,185.44099999999997,183.93200000000002,185.25099999999998,7159191.516154801
2017-01-03,SPY,204.614,205.15200000000002,203.37,204.425,100278969.83883001
2017-01-03,MCHI,41.2238,41.4762,41.13,41.2138,1391863.5310155
2017-01-03,QQQ,114.76899999999999,115.199,114.131,114.55,21946568.069822
2017-01-03,AAPL,27.2212,27.2651,26.8867,27.1373,118370294.96337
2017-01-03,BABA,88.6,89.0,88.08,89.0,8787301.0
2017-01-03,TSLA,14.466,14.6887,14.064,14.324000000000002,82936545.0
2017-01-03,META,116.86,117.84,115.51,116.03,20379077.0
2017-01-03,XOM,67.8627,68.2,67.3098,67.90100000000001,13854251.20578
2017-01-03,AMZN,37.6835,37.938,37.385,37.896,69365480.0
2017-01-03,GOOGL,40.4005,40.5717,39.8445,40.031,38653540.0
2017-01-04,DIA,185.481,185.68099999999998,184.97099999999998,185.101,5177317.6427274
2017-01-04,SPY,205.829,205.979,204.94299999999998,204.953,86378428.419482
2017-01-04,MCHI,41.7825,41.9181,41.3634,41.3634,1146167.3255853998
2017-01-04,QQQ,115.37799999999999,115.57799999999999,114.87899999999999,114.889,16067984.852835001
2017-01-04,AAPL,27.1912,27.3081,27.1273,27.1503,87563288.64691
2017-01-04,BABA,90.51,90.89,88.58,88.985,11462690.0
2017-01-04,TSLA,15.1327,15.2,14.2873,14.3167,166881135.0
2017-01-04,META,118.69,119.66,117.29,117.55,19270779.0
2017-01-04,XOM,67.1177,68.0362,67.0128,68.0362,12568937.026069
2017-01-04,AMZN,37.859,37.984,37.71,37.9195,48464360.0
2017-01-04,GOOGL,40.3885,40.6715,40.2055,40.4945,29733740.0
2017-01-05,DIA,185.09099999999998,185.59099999999998,184.322,185.291,4427841.6535495
2017-01-05,SPY,205.69,205.829,204.833,205.57,86185666.754187
2017-01-05,MCHI,42.5497,42.6504,42.1456,42.1456,3303789.2423297
2017-01-05,QQQ,116.01700000000001,116.09700000000001,115.29799999999999,115.348,17451346.869358998
2017-01-05,AAPL,27.331999999999997,27.388,27.1403,27.1673,92578470.354901
2017-01-05,BABA,94.37,94.81,91.64,91.91,16787882.0
2017-01-05,TSLA,15.1167,15.1653,14.7967,15.0947,87832155.0
2017-01-05,META,120.67,120.95,118.321,118.86,18603476.0
2017-01-05,XOM,66.1197,67.4236,66.0364,67.3412,19337430.696636
2017-01-05,AMZN,39.0225,39.12,38.0128,38.0775,115366620.0
2017-01-05,GOOGL,40.650999999999996,40.687,40.296,40.375,26101240.0
